Company Name,Orbit,Challenge Area,Industry,Business Model,Website,Featured,Description,Investors,Growth Score,Employees added since last funding,Mindshare Score,Momentum Score,Mattermark URL,Is Raising On AngelList,AngelList Raising Amount,AngelList Pre-Money Valuation,AngelList Raised Amount,Keywords,Employee Count,Employees Month Ago,Employees Added This Month,Employees MoM,Employees 6 Months Ago,Employees Added In 6 Months,Employees 6 Months Growth,Est. Monthly Uniques,Monthly Uniques Week Ago,Monthly Uniques WoW,Monthly Uniques Month Ago,Monthly Uniques MoM,Est. Monthly Mobile Downloads,Mobile Downloads Week Ago,Mobile Downloads WoW,Mobile Downloads Month Ago,Mobile Downloads MoM,Mobile Growth Score,Twitter Followers,Twitter Followers Week Ago,Twitter Followers WoW,Twitter Followers Month Ago,Twitter Followers MoM,Twitter Mentions Last Week,Twitter Mentions 2 Weeks Ago,Twitter Mentions WoW,Twitter Mentions Last Month,Twitter Mentions 2 Months Ago,Twitter Mentions MoM,Facebook Likes,Facebook Likes Week Ago,Facebook Likes Wow,Facebook Likes Month Ago,Facebook Likes MoM,Facebook Talking Last Week,Facebook Talking 2 Weeks Ago,Facebook Talking WoW,Facebook Talking Month Ago,Facebook Talking 2 Months Ago,Facebook Talking MoM,LinkedIn Follows,LinkedIn Follows Week Ago,LinkedIn Follows WoW,LinkedIn Follows Month Ago,LinkedIn Follows MoM,Est. Founding Date,Stage,Total Funding,Last Funding Date,Last Funding Amount,Location,City,Region,State,Country,Continent,Has Mobile App,Months since last funding,New person months since last funding,New funding employee growth
LightSail Energy,Assurance,Resources,energy,B2B,http://lightsailenergy.com,,"LightSail believes that a low-cost grid-scale energy storage solution holds the key to unlocking the true potential of increasingly competitive renewable energies, optimizing power grids, democratizing access to energy, and helping to make the world a safer and better place for future generations. LightSail was founded in 2009 by Danielle Fong, Steve Crane and Ed Berlin.",Innovacorp|Khosla Ventures,-5,,20,0,https://mattermark.com/app/data/207443/lightsail-energy,No,,,,,37,39,-2,-5,37,0,0,12,14,-14,13,-8,,,,,,,891,,,,,20,6,233,41,14,193,,,,,,,,,,,,1288,1282,0,1263,2,1/1/2009,Pre Series A,0,,,bay area,oakland,bay area,CA,usa,NA,No,,,
Lit Motors,Safety,Mobility & Logistics,automotive|e-commerce|transportation,B2C,http://litmotors.com,,"Self balancing, two wheeled, electric micro car",Fuseproject,107,,109,-471,https://mattermark.com/app/data/94455/,No,,,,consumer goods|electric vehicles|sustainability,9,11,-2,-18,12,-3,-25,12865,15120,-15,14835,-13,,,,,,,5525,,,,,20,18,11,49,58,-16,25412,25316,0,25044,1,71,118,-40,119,98,21,1672,1658,1,1614,4,1/1/2010,Pre Series A,0,,,bay area,san francisco,bay area,CA,usa,NA,No,,,
Livall Riding,Safety,Mobility & Logistics,hardware|transportation,B2C,http://livall.com,,LIVALL produces smart riding equipment such as the smart cycling helmet.,China Equity,686,0,686,98,https://mattermark.com/app/data/11021996/,No,,,,,2,,,,,,,872,464,88,24,3533,,,,,,,51,,,,,,,,,,,554,550,1,524,6,21,15,40,6,10,-40,,,,,,1/1/2014,A,13000000,7/30/2015,13000000,shenzhen,shenzhen,,,chn,AS,No,3,0,0
Local Motion,Assurance,Built Environment,automotive|enterprise software|hardware|storage|transportation,B2B|B2C,http://getlocalmotion.com,,"Share vehicles effortlessly, increase fleet utilization, and streamline operations with Local Motion's keyless access and web-based motor pool management technology.",Morado Venture Partners|Safa Rashtchy|Andreessen Horowitz|Draper Associates|Safa Rashtchy|AME Cloud Ventures|Stuart Coulson|Kevin Henrikson|Lemnos Labs|Morado Venture Partners|VegasTechFund,120,9,103,3,https://mattermark.com/app/data/106979/,No,,,,cloud computing|cloud storage|consumer electronics|electric vehicles,15,20,-5,-25,41,-26,-63,3369,4029,-16,7289,-54,,,,,,,462,,,,,9,0,,17,80,-79,237,237,0,236,0,1,,,1,,,303,302,0,287,6,1/1/2010,A,6000000,8/28/2013,6000000,bay area,san mateo,bay area,CA,usa,NA,No,26,554,10830.32
LocalData,Core,Government,government,B2G,http://localdata.com,,"Collect the place-based data you need using our easy mobile tools and web dashboard. Create your own survey or engage around community health, safety, commercial development, blight, historic resources, and more. Quickly export your data for Excel or as a Shapefile.",Code for America Incubator|Code for America Accelerator|Matter.VC,38,,38,-201,https://mattermark.com/app/data/212825/,No,,,,,,,,,,,,33,37,-11,71,-54,,,,,,,1639,,,,,19,7,171,26,24,8,168,168,0,168,0,1,1,0,,,,,,,,,,Pre Series A,0,,,,,,,,,No,,,
Loci Controls,Assurance,Resources,energy|enterprise software|hardware,B2B,http://locicontrols.com,,Smart technology for landfills,Bolt.io,105,2,68,-220,https://mattermark.com/app/data/235936/loci-controls,No,,,,clean energy,9,8,1,13,,,,28,24,17,11,155,,,,,,,64,63,2,61,5,,,,,,,69,69,0,67,3,1,,,1,1,0,4,4,0,4,0,1/1/2013,Pre Series A,1000000,9/9/2015,1000000,boston,boston,boston,MA,usa,NA,No,2,2,500000
LOCK8,Assurance,Built Environment,automotive|hardware|internet of things|physical security|security,B2B,http://lock8.me,,Keyless. Alarm secured. GPS tracking.,Horizons Ventures,203,13,175,-377,https://mattermark.com/app/data/193164/lock8,No,,,,community|consumer electronics,18,18,0,0,14,4,29,4152,4415,-6,5913,-30,,,,,,,1031,,,,,2,1,100,9,14,-36,7672,7670,0,7679,0,4,9,-56,13,10,30,442,437,1,422,5,1/1/2012,Pre Series A,0,11/26/2013,0,berlin,berlin,,,gbr,EU,No,23,143,0
Lockitron,Assurance,Built Environment,consumer electronics|hardware|internet of things,B2C,http://lockitron.com,,"Lockitron is a device that can lock and unlock deadbolt locks via a remote control, typically an internet-enabledsmartphone.",Y Combinator|Dave Morin|Slow Ventures|Andreessen Horowitz|Y Combinator|SV Angel|YC Summer 2009,109,,109,-655,https://mattermark.com/app/data/101260/lockitron,No,,,,keyless lock,,,,,,,,89157,95415,-7,88987,0,,,,,,,9424,,,,,15,14,7,99,224,-56,9908,9901,0,9889,0,45,41,10,20,68,-71,,,,,,,Pre Series A,0,3/1/2012,0,bay area,mountain view,bay area,CA,usa,NA,No,44,,0
Locomobi,,,mobile,B2G,http://locomobi.com,,Uber for Parking,IncWell Venture Capital,117,,117,-228,https://mattermark.com/app/data/271108/,No,,,,,28,28,0,0,20,8,40,21,38,-45,96,-78,,,,,,,89,,,,,1,0,,1,21,-95,238,239,0,239,0,1,,,1,1,0,161,141,14,80,101,1/1/2010,A,0,,,toronto,toronto,,ON,can,NA,No,,,
LogCheck,Assurance,Built Environment,enterprise software|real estate,B2B|SaaS,http://logcheck.com,,"LogCheck is the easiest way to stay on top of routine maintenance tasks, inspections, and meter readings.",,106,,106,72,https://mattermark.com/app/data/11100228/,No,,,,it,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,830,783,6,697,19,32,32,0,25,30,-17,,,,,,,No Known Funding,,,,,,,,,,No,,,
Loup,Safety,Mobility & Logistics,transportation,B2C,http://loupapp.com,,Loup is where the private car experience meets public transportation.,Alex Mehr|Barney Pell|Binh Tran|Brian Lee|Enrique Salem|IDG Ventures|Shayan Zadeh|Obvious Ventures,170,-4,189,8,https://mattermark.com/app/data/10888999/,No,,,,,5,5,0,0,9,-4,-44,354,385,-8,331,7,,,,,,,101,,,,,1,3,-67,10,16,-38,553,554,0,552,0,9,9,0,26,9,189,17,14,21,5,240,1/1/2014,Pre Series A,1500000,12/2/2014,1500000,,,,,,,No,11,31,48387.1
LOVELAND Technologies,Core,Government,crowdfunding|enterprise software|Urban Planning,B2G,http://makeloveland.com,,"LOVELAND is putting America online parcel by parcel. We work with governments, developers, neighborhood groups, and passionate individuals to gather and present information about property in clear, actionable ways.",,62,9,62,-376,https://mattermark.com/app/data/184141/loveland-technologies,No,,,,crowdsourcing|maps,21,19,2,11,12,9,75,32857,33238,-1,33121,-1,,,,,,,2272,,,,,5,9,-44,14,19,-26,3022,3013,0,2988,1,91,61,49,99,84,18,20,20,0,20,0,1/1/2009,A,781000,9/23/2014,781000,detroit,detroit,detroit,MI,usa,NA,No,13,22,35500
LumiGrow,Assurance,Resources,agriculture|energy|hardware,B2B,http://lumigrow.com,,"LumiGrow manufacturers energy-efficient LED grow light solutions for greenhouses, hydroponics and research applications. LumiGrow's LED grow lights improve",,111,12,88,-138,https://mattermark.com/app/data/53519/lumigrow,No,,,,,19,19,0,0,18,1,6,801,795,1,991,-19,,,,,,,1512,,,,,2,5,-60,19,11,73,811,794,2,775,5,46,55,-16,38,31,23,274,267,3,252,9,1/1/2009,A,500000,12/6/2012,500000,bay area,novato,bay area,CA,usa,NA,No,35,173,2890.17
Luxe,Safety,Mobility & Logistics,consumer services|mobile|transportation,B2C,http://luxe.com,,"Luxe (formerly Luxe Valet) operates a valet parking service which allows users to demand valets and have thier cars parked in secured lots. Once they are ready to go, valets will ll bring the car to the users, even if they are in a different neighborhood",Redpoint Ventures|Venrock|Google Ventures|Sherpa Capital|Redpoint Ventures|Lightspeed Venture Partners|Upfront Ventures|Foundation Capital|BoxGroup|Slow Ventures|Data Collective|Eniac Ventures|Rothenberg Ventures,1645,154,703,123,https://mattermark.com/app/data/286587/,No,,,,pioneer250|verifiedga,181,161,20,12,52,129,248,12705,14362,-12,16238,-22,4287,4515,-5,3608,19,0,20673,,,,,74,30,147,343,469,-27,8732,8519,3,8181,7,341,308,11,202,92,120,803,736,9,501,60,1/1/2013,A,25500000,2/25/2015,20000000,bay area,san francisco,bay area,CA,usa,NA,Yes,8,581,34423.41
Mapillary,,,mobile,B2B,http://mapillary.com,,Crowd source street level photos,Sequoia Capital|LDV Capital|Playfair Capital|James Currier|Taavet Hinrikus|Naval Ravikant|Wellington Partners,364,,364,-482,https://mattermark.com/app/data/223066/,No,,,,maps,,,,,,,,34958,30503,15,37808,-8,,,,,,,1844,,,,,66,90,-27,382,515,-26,920,913,1,897,3,19,13,46,14,34,-59,,,,,,,Pre Series A,1500000,1/15/2015,1500000,malmö,malmö,,,swe,EU,No,9,,0
Mark43,,,analytics|enterprise software|mobile,B2G,http://mark43.com,,"Mark43 designs and develops the next generation of law enforcement software. Its platform streamlines information management and analysis to support local, state, and federal law enforcement agents as they share information to dismantle criminal organizations.",Spark Capital|General Catalyst Partners|Lowercase Capital|Govtech Fund|Allen & Company|Innovation Endeavors|Sophia Bush|SV Angel|Rough Draft Ventures|Launchpad LA|Spark Capital|General Catalyst Partners|Lowercase Capital,81,-2,86,0,https://mattermark.com/app/data/158777/mark43,No,,,,big data|law enforcement|local,21,22,-1,-5,14,7,50,238,276,-14,467,-49,,,,,,,394,,,,,0,0,,0,0,,125,125,0,122,2,1,1,0,1,1,0,53,52,2,42,26,1/1/2012,A,12825000,8/3/2015,10800000,new york,new york,new york,NY,usa,NA,No,3,4,2700000
Matterport,Assurance,Built Environment,hardware|real estate,B2B,http://matterport.com,,"Matterport offers a major breakthrough in high-quality, rapid 3D visualization of physical spaces.",Qualcomm Ventures|Goverment of Singapore Investment Corporation (GIC)|Gordon Segal|Blake Krikorian|Y Combinator|Felicis Ventures|Red Swan Ventures|Rothenberg Ventures|BoxGroup|Red Swan Ventures|Lux Capital|Qualcomm Ventures|Greylock Partners|Felicis Ventures|Y Combinator|BoxGroup|AMD Ventures|AME Cloud Ventures|DCM Ventures|Felicis Ventures|Greylock Partners|Lux Capital|Navitas Capital|Qualcomm Ventures|Rothenberg Ventures|YC Winter 2012,650,14,465,-415,https://mattermark.com/app/data/114818/,No,,,,3d technology|cloud computing|construction|maps|pioneer250|virtual reality|vr,90,87,3,3,61,29,48,270350,267134,1,261927,3,,,,,,,2442,,,,,8,47,-83,120,210,-43,5223,4952,5,4500,16,190,220,-14,448,333,35,749,731,2,678,10,1/1/2011,C,56000000,6/25/2015,30000000,bay area,mountain view,bay area,CA,usa,NA,No,4,26,1153846.15
Metropia,Assurance,Resources,Mobility|Traffic Management,B2G|B2C|B2B,http://www.metropia.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metrotech Net,Assurance,Resources,Mobility|Traffic Management,B2G,http://www.metrotech-net.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mind My Business,,,Management,B2B,http://mindmybusinessnyc.com,,"The Mind My Business app from Vizalytics Technology utilizes targeted geolocated data to notify small, local businesses about events, policies, and other things that could affect their operations.",500 Startups,-4,,-4,-45,https://mattermark.com/app/data/10017115/,No,,,,,,,,,,,,5,3,67,3,67,,,,,,,283,,,,,0,1,-100,4,16,-75,321,319,1,313,3,3,4,-25,4,4,0,,,,,,,Pre Series A,0,,,new york,new york,new york,NY,usa,NA,Yes,,,
Modria,,,customer support|e-commerce|legal,B2B|B2G,http://modria.com,,"After building and scaling the online dispute resolution systems that solved 400,000,000 cases, our team learned a thing or two about ODR. Got a dispute?",Kima Ventures|Silas Capital|Dan Ciporin|Kapor Capital|Battery Ventures|Advanced Technology Ventures|Jumpstart Ventures|Foundry Group|Vast Ventures|Silas Capital,220,21,183,-502,https://mattermark.com/app/data/73517/,No,,,,,35,32,3,9,24,11,46,24142,23318,4,20336,19,,,,,,,1102,,,,,1,3,-67,24,15,60,999,996,0,993,1,24,25,-4,37,27,37,483,480,1,468,3,1/1/2011,A,7500000,7/1/2013,5000000,bay area,san jose,bay area,CA,usa,NA,No,28,195,25641.03
Moovit,Safety,Mobility & Logistics,transportation,B2C,http://moovitapp.com,,Everything you need to ride public transit smarter,BRM Capital|Gemini Israel Ventures|Sequoia Capital|Sound Ventures|Sequoia Capital|Gemini Israel Ventures|Gemini Southern|BRM Group|BRM Capital|Gemini Israel Ventures,704,0,556,-502,https://mattermark.com/app/data/107389/moovit,No,,,,android|crowdsourcing|navigation|public transit,90,87,3,3,77,13,17,85757,84635,1,90105,-5,26799,23224,15,22485,19,0,4297,,,151,2746,22,16,38,178,103,73,272488,268017,2,258128,6,1507,1649,-9,1681,1419,18,3736,3675,2,3481,7,1/1/2011,C,81500000,11/3/2015,0,ness ziona,ness ziona,,,isr,AS,Yes,0,,0
More Aqua Inc.,Assurance,Resources,cleantech|water|government,B2B|B2G,http://moreaqua.com,,More Aqua aims to increase fresh water supply by reducing evaporation losses from reservoirs.,,3,,3,138,https://mattermark.com/app/data/189739/more-aqua-inc,No,,,,,,,,,,,,2,4,-50,3,-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Known Funding,,,,boston,cambridge,boston,MA,usa,NA,No,,,
MoveInSync,Safety,Mobility & Logistics,transportation,B2B,http://moveinsync.com,,MoveInSync manages India's largest fleet with its most advanced employee transport management solution,,454,53,276,-79,https://mattermark.com/app/data/205744/,No,,,,,83,81,2,2,49,34,69,107354,104389,3,137220,-22,,,,,,,194,,,,,0,0,,1,5,-80,642,635,1,618,4,3,6,-50,48,32,50,1786,1779,0,1757,2,1/1/2009,A,4000000,8/7/2014,4000000,bangalore,bangalore,,,ind,AS,No,15,338,11834.32
Movinga,Safety,Mobility & Logistics,transportation,B2C,http://movinga.de,,Movinga lets user organize their moving online,Earlybird Venture Capital|Christian Vollmann|Robert Kreibohm|Global Founders Capital,819,0,819,465,https://mattermark.com/app/data/10998847/,No,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764,748,2,658,16,79,79,0,100,89,12,,,,,,1/1/2015,A,6710000,9/30/2015,6710000,berlin,berlin,,,deu,EU,No,1,,0
Mozio,Safety,Mobility & Logistics,Mobility,B2C|B2B,http://www.mozio.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPOWERD,Assurance,Resources,cleantech|solar,B2C,http://mpowerd.com,,"MPOWERD Inc. develops and manufactures game-changing micro-solar energy products for use by people living and playing on and off the grid. A Certified B Corp, MPOWERD is committed to transforming people's lives and the planet by making its products available and accessible the world over.",Indiegogo|Vast Ventures,257,,215,-364,https://mattermark.com/app/data/111335/,No,,,,consumer goods,37,36,1,3,29,8,28,10349,10368,0,11535,-10,,,,,,,2464,,,,,36,57,-37,148,123,20,33599,33591,0,33389,1,990,867,14,217,1163,-81,234,229,2,215,9,1/1/2012,Pre Series A,0,,,new york,new york,new york,NY,usa,NA,No,,,
MuniRent,Core,Government,government|sharing,B2G,http://munirent.co,,MuniRent is a platform that makes it very easy for public agencies to share heavy duty equipment internally and with other agencies.,,36,,36,-70,https://mattermark.com/app/data/307889/,No,,,,collaboration,2,2,0,0,2,0,0,100,94,6,289,-65,,,,,,,585,,,,,,,,,,,58,57,2,54,7,1,1,0,1,7,-86,25,25,0,23,9,1/1/2014,Pre Series A,0,,,ann arbor,ann arbor,,MI,usa,NA,No,,,
Navdy,Assurance,Built Environment,automotive|consumer electronics|hardware|internet of things|mobile,B2C,http://navdy.com,,"Navdy's heads-up display (HUD) allows users to access their smartphone apps while driving, without taking the smartphone out of their pockets, or removing their hands from the steering wheel for extended periods of time.",Ludlow Ventures |Haystack Fund|Rubicon Venture Capital|Highway1|Eniac Ventures|Lightbank|Ludlow Ventures |MESA+|Promus Ventures|Upfront Ventures|Wareness.io|Upfront Ventures|Formation 8|Qualcomm Ventures|Promus Ventures|Eniac Ventures|Wareness.io|Elefund|Kima Ventures|Golden Venture Partners|Rubicon Venture Capital|Lightbank|Upfront Ventures|Ludlow Ventures |MESA+|Dan Shapiro|Shervin Pishevar|Brad Feld|Eric Ries|Norman Packard|Semil Shah|Highway1 Batch 1,544,20,403,0,https://mattermark.com/app/data/244079/,No,,,,consumer electronics|pioneer250,37,30,7,23,19,18,95,78916,84013,-6,111096,-29,,,,,,,3838,,,,,33,44,-25,219,662,-67,67444,67439,0,67419,0,54,58,-7,79,92,-14,1173,1162,1,1120,5,1/1/2013,A,33000000,4/16/2015,20000000,bay area,san francisco,bay area,CA,usa,NA,No,6,44,454545.45
Neighborly,Core,Government,crowdfunding|finance|government,B2G|B2C,http://neighborly.com,,The Community Investment Marketplace,Sound Ventures|Formation 8,368,,368,22,https://mattermark.com/app/data/10946119/,No,,,,,,,,,,,,20570,19585,5,19058,8,,,,,,,4145,,,,,,,,,,,1855,1853,0,1844,1,22,28,-21,36,44,-18,,,,,,,A,5500000,9/15/2015,5500000,,,,,,,No,1,,0
Noribachi,Assurance,Resources,cleantech|energy,B2B|B2C,http://noribachi.com,,"Manufactures high output commercial and industrial LED lighting applications for hotels, auto dealerships, schools, municipalities, and airports.",,175,36,99,-297,https://mattermark.com/app/data/180305/,No,,,,clean energy|sustainability,48,41,7,17,3,45,1500,85,134,-37,147,-42,,,,,,,399,,,,,4,2,100,7,14,-50,733,730,0,727,1,6,6,0,5,9,-44,849,844,1,828,3,1/1/2007,Unknown,100000,11/3/2011,100000,los angeles,hawthorne,los angeles,CA,usa,NA,No,48,206,485.44
Notion,Assurance,Built Environment,hardware|internet of things,B2C,http://notion.is,,"Notion is the easiest way to keep track of what's happening in your home. Whether you rent or own your home, Notion is the only sensor you'll need.",Techstars|Deming Center for Entrepreneurship|Galvanize Ventures,-129,,-129,-100,https://mattermark.com/app/data/10365339/,No,,,,consumer electronics|internet of things,,,,,,,,2,2,0,2,0,,,,,,,847,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pre Series A,480000,8/1/2014,480000,denver,denver,denver,CO,usa,NA,No,15,,0
Nuleds,Assurance,Resources,energy,B2B|B2C,http://nuleds.com,,"With NuLEDs technology, lighting can be powered over Ethernet, using low-voltage CAT5 cable. Our LED lighting partners provide NuSPICE-Ready luminaires that plug in to the network",,35,,35,0,https://mattermark.com/app/data/10912097/,No,,,,,2,2,0,0,,,,194,168,15,120,62,,,,,,,,,,,,,,,,,,21,21,0,21,0,,,,,,,260,,,,,1/1/2011,No Known Funding,,,,san diego,vista,san diego,CA,usa,NA,No,,,
oBilet,Assurance,Built Environment,hospitality|transportation|travel,B2C,http://obilet.com,,Online Bus Ticket Portal,Etohum|Etohum 2013,296,,287,18,https://mattermark.com/app/data/136966/,No,,,,travel,7,6,1,17,3,4,133,491167,490959,0,470644,4,,,,,,,12957,,,,,1,1,0,7,0,,59600,59566,0,59194,1,1160,1149,1,1986,3247,-39,45,41,10,40,13,1/1/2012,Pre Series A,0,,,çankaya,çankaya,,,tur,EU,No,,,
Ohmconnect,Assurance,Resources,cleantech|energy|internet of things,B2C|B2B,http://ohmconnect.com,,"Ohmconnect alerts you when dirty, expensive power plants switch on nearby and pays you for reducing your electricity use. Take charge of your energy.",500 Startups Batch 8 (Spring 2014),341,4,341,18,https://mattermark.com/app/data/219127/,No,,,,clean energy|smart grid|sustainability,8,7,1,14,5,3,60,13949,14009,0,15077,-7,,,,,,,1018,,,,,8,1,700,14,43,-67,863,853,1,841,3,6,7,-14,11,25,-56,61,58,5,49,24,1/1/2013,Pre Series A,0,11/3/2013,0,,,,,,,No,24,16,0
OndaVia,Assurance,Resources,cleantech|water|healthcare|medical diagnostics|oil & gas,B2B|B2G,http://ondavia.com,,OndaVia develops microfluidics- and nanotechnology-based solutions that are capable of detecting contaminants.,Band of Angels,31,3,26,-9,https://mattermark.com/app/data/122168/,No,,,,,6,6,0,0,5,1,20,11,11,0,10,10,,,,,,,45,,,,,0,0,,0,0,,65,65,0,66,-2,,,,,,,25,25,0,25,0,1/1/2009,Pre Series A,1000000,3/31/2013,1000000,bay area,hayward,bay area,CA,usa,NA,No,31,26,38461.54
One Concern,Core,Government,government,B2G,http://oneconcern.com,,We are a disaster solutions company that provides rapid damage estimates across all natural disasters using artificial intelligence on natural phenomena sciences.,Urban.Us ,322,,322,139,https://mattermark.com/app/data/11026392/,No,,,,artificial intelligence|machine learning,,,,,,,,61,15,307,4,1425,,,,,,,21,,,,,,,,,,,22,21,5,17,29,4,4,0,30,14,114,,,,,,,No Known Funding,,,,,,,,,,No,,,
OpportunitySpace Inc.,Assurance,Built Environment,government|real estate,B2B|SaaS,http://opportunityspace.org,,A New Marketplace for Under-Valued Land & Buildings,Points of Light Civic Accelerator|Nicholas Negroponte|Fall 2013,206,10,145,3,https://mattermark.com/app/data/197215/opportunityspace-inc,Yes,750000,,100000,social good,16,16,0,0,9,7,78,2933,3290,-11,2026,45,,,,,,,1543,,,,,15,34,-56,92,133,-31,654,651,0,621,5,13,13,0,73,53,38,44,,,,,1/1/2013,Pre Series A,500000,1/13/2015,500000,,,,,,,No,9,56,8928.57
Organica Water,Assurance,Resources,cleantech,B2B,http://organicawater.com,,Organica Water develops solutions for treating and recycling wastewater.,Gamma Capital Partners|International Finance Corporation|XPV Capital|IDInvest Partners|International Finance Corporation|Gamma Capital Partners,151,7,84,10,https://mattermark.com/app/data/163285/,No,,,,,97,96,1,1,88,9,10,204,219,-7,249,-18,,,,,,,243,,,,,0,0,,3,10,-70,268,268,0,265,1,4,4,0,32,18,78,818,809,1,782,5,1/1/1998,C,9100000,7/21/2015,9100000,new york,princeton,new york,NJ,usa,NA,No,3,12,758333.33
Panoramic Power,Assurance,Resources,analytics|energy|internet of things,B2B,http://panpwr.com,,"Panoramic Power, the leading provider of energy management solutions, enables businesses to optimize their energy consumption, improve operational efficiency and generate income through load response programs.",Autodesk |Greylock Partners|Marker LLC|Qualcomm Ventures|Israel Cleantech Ventures|Greylock Partners|Israel Cleantech Ventures|Qualcomm Ventures|Marker LLC|Israel Cleantech Ventures|Qualcomm Ventures|Greylock Partners|Qualcomm,194,15,157,19,https://mattermark.com/app/data/27404/,No,,,,,42,40,2,5,39,3,8,1029,1154,-11,1440,-29,,,,,,,892,,,,,8,3,167,21,47,-55,73,73,0,72,1,6,6,0,4,7,-43,358,352,2,339,6,1/1/2009,C,19500000,2/12/2014,7000000,kfar saba,kfar saba,,,isr,AS,No,20,194,36082.47
Paracosm,Core,Government,Urban Planning|Open Data,B2B,https://paracosm.io/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Park Jockey,Safety,Mobility & Logistics,Mobility|Parking,B2B|B2C,https://parkjockey.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parkifi,Safety,Mobility & Logistics,analytics|finance|mobile|payments|transportation,B2B,http://parkifi.com,,Real Time Parking Spot Occupancy Plaftorm,Foundry Group|Foundry Group|Galvanize Ventures|Access Venture Partners|Center Electric,222,8,153,8,https://mattermark.com/app/data/10532958/,No,,,,big data|collisionconf2015|payments,16,14,2,14,8,8,100,278,349,-20,325,-14,,,,,,,294,,,,,,,,,,,166,166,0,164,1,14,14,0,20,14,43,31,29,7,22,41,1/1/2014,Pre Series A,2997040,5/5/2015,2000000,denver,denver,denver,CO,usa,NA,No,6,26,76923.08
ParkJockey,Safety,Mobility & Logistics,e-commerce|finance|mobile|payments|transportation,B2B|B2C,http://parkjockey.com,,"ParkJockey's mission is to take the pain out of parking. Our mobile app and website help you easily find and book parking, in advance or on-the-go, at lots and garages near your destination.",,167,,167,-3,https://mattermark.com/app/data/263789/,No,,,,location based services (lbs)|payments,20,20,0,0,16,4,25,16560,16205,2,15278,8,,99,,,,0,1272,,,,,20,10,100,50,309,-84,3652,3657,0,3679,-1,11,9,22,25,10,150,105,102,3,99,6,1/1/2013,No Known Funding,,,,miami,miami,miami,FL,usa,NA,Yes,,,
ParkWhiz,Safety,Mobility & Logistics,e-commerce|transportation|travel,B2C,http://parkwhiz.com,,"Use ParkWhiz to book parking spaces in cities like Chicago & New York, as well as airport parking, stadium & event parking, or daily & monthly parking.",Garry Tan|Adam Erlebacher|Hyde Park Angels|Hyde Park Venture Partners|Amreesh Modi|Henry J. Feinberg|Alexis Ohanian|Amicus Capital|Hyde Park Venture Partners|Alexis Ohanian|Technology Crossover Ventures|Amreesh Modi|Hyde Park Angels|Henry J. Feinberg|Jump Capital,332,20,267,232,https://mattermark.com/app/data/28470/,No,,,,android|gis,41,39,2,5,32,9,28,416867,414950,0,418162,0,8120,8091,0,8879,-9,0,4747,,,,,33,23,43,135,246,-45,19172,19192,0,19172,0,38,38,0,48,740,-94,465,463,0,439,6,1/1/2006,B,12000000,7/21/2014,10000000,chicago,chicago,chicago,IL,usa,NA,Yes,15,131,76335.88
PassportParking,Safety,Mobility & Logistics,enterprise software|finance|mobile|payments|security|transportation,B2B|B2C|SaaS,http://passportparking.com,,Passport is a fully integrated provider of cloud-based parking and transit solutions.,,201,47,96,0,https://mattermark.com/app/data/85265/,No,,,,payments,61,61,0,0,52,9,17,215,202,6,185,16,3909,3896,0,3925,0,0,12,,,,,12,49,-76,77,24,221,2886,2882,0,2884,0,18,31,-42,57,54,6,1158,1150,1,1122,3,1/1/2010,A,6500000,12/16/2013,6000000,charlotte,charlotte,charlotte,NC,usa,NA,Yes,22,577,10398.61
Pavegen Systems,Assurance,Resources,advertising|cleantech|energy,B2B,http://pavegen.com,,Pavegen: helping schools to transform the future of energy generation,Jean Gomm|Josh Matthews|Ricky Husani,100,9,55,10,https://mattermark.com/app/data/73560/pavegen-systems,No,,,,clean energy|sustainability|wireless,28,27,1,4,22,6,27,1482,1652,-10,2884,-49,,,,,,,5069,,,,,55,86,-36,363,525,-31,3863,3850,0,3815,1,17,30,-43,43,50,-14,516,500,3,451,14,1/1/2009,B,1000000,1/8/2015,1000000,london,london,london,,gbr,EU,No,10,50,20000
